gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
NCAM1,CD14,4,932,-0.1540551727731737,0.001437476463742485,-4.611255211460551,4.002447843854594e-06,6.405690160733311e-06
PF4,CD45RA,2,938,-0.15143304928953094,-0.0005678315337247499,-4.609252033318196,4.041202013389679e-06,6.462940784513236e-06
GZMA,CD25,2,938,-0.15307980658746004,-0.002048019435563065,-4.608145450433697,4.06276428226568e-06,6.492632890611894e-06
GENE_17801,CD38,1,2427,-0.09234298039515829,0.000729557939082796,-4.607494961524477,4.075490764095163e-06,6.508171323356092e-06
GENE_17801,CD16,1,2427,0.09394682182875667,-0.00031504435386116644,4.601764759645765,4.189261977339145e-06,6.684926881365189e-06
GENE_04826,CD3,4,932,0.14482749842375242,-0.00010958141285952349,4.58494971879847,4.540957000428387e-06,7.240804871176096e-06
GENE_09529,CD3,4,932,0.14698345333943705,-0.0006187892311441502,4.581941719209907,4.6067829866757896e-06,7.3403667147988506e-06
GENE_17405,CD16,1,2427,0.09526359826246089,0.0005111289087447508,4.581585712800349,4.614633927637403e-06,7.347011429595446e-06
GENE_13013,CD3,4,932,0.15228420738808768,0.0003849352241311481,4.581445297838362,4.617733994974157e-06,7.347011429595446e-06
GENE_09684,CD56,1,2427,0.0905740688439598,-4.0134009787035744e-05,4.577520845383732,4.7051891597470285e-06,7.480663909883941e-06
CD8A,TIGIT,4,932,0.14639250096861595,-0.0021053084291460956,4.5735282691578,4.795789380750938e-06,7.619117000063989e-06
GENE_09573,HLA-DR,1,2427,-0.09150494349150051,0.00020705243886677183,-4.5651700260345,4.990896649784574e-06,7.923276952441885e-06
GENE_11179,CD16,1,2427,0.0944650717267314,0.000216797088183512,4.56412887965223,5.015726093220505e-06,7.956865625189485e-06
GENE_10989,CD3,4,932,0.15005668644572273,-0.0002384490889475369,4.5637488253584335,5.024819132822043e-06,7.965459444641819e-06
PF4,CD16,1,2427,0.09433371960222273,0.0006128508846309164,4.560698981995583,5.098362380994109e-06,8.076133976326195e-06
CD3G,CD161,2,938,-0.15146568350499073,-0.0013743857316589484,-4.558827804335885,5.143992544991928e-06,8.14246299853726e-06
GENE_10670,HLA-DR,1,2427,-0.09098176643479129,-0.0002134352820150565,-4.5506250021662975,5.348679974693822e-06,8.46028431033687e-06
GENE_16711,CD16,1,2427,0.09280288617504504,5.250866420690217e-05,4.54409320647065,5.5172242829787255e-06,8.72051423866878e-06
GZMA,CD8a,3,171,0.3522675781141076,0.002775630104239398,4.543370133375207,5.536191762857919e-06,8.744116290169905e-06
GENE_07154,CD38,0,3446,-0.07635174875212171,-0.0002379688628377838,-4.542379949682436,5.562267320357831e-06,8.77890260977088e-06
GENE_03939,CD16,1,2427,0.09524128734522334,-0.00037901981966580346,4.541980495471504,5.572819818391839e-06,8.789156147347246e-06
GZMA,CD16,2,938,0.1517113774619916,0.002079777042581516,4.540755819719626,5.605292013138341e-06,8.833940212706026e-06
CD3D,CD161,2,938,-0.14937540911672614,-0.0015183057861962205,-4.534985758156947,5.76073724851904e-06,9.072323849956946e-06
GENE_10890,CD45RA,2,938,-0.14765799609738123,-0.0005669247758732556,-4.534047091766442,5.786411925502939e-06,9.106139900192351e-06
CD3E,CD25,4,932,0.14775582678376062,-0.00027921450751469424,4.53096478911535,5.8714925068608575e-06,9.23332675062952e-06
GENE_05259,CD16,1,2427,0.09420925324099669,0.00037678895285980335,4.52938452816709,5.915575321169477e-06,9.295904076123464e-06
LYZ,CD16,3,171,0.35043406546517075,-0.000927880047834463,4.506069202821399,6.603955767983865e-06,1.0370124745812346e-05
GENE_17934,CD56,4,932,0.14758381643684437,-0.0005547262514108921,4.502755817828584,6.707793802092368e-06,1.0525553344774918e-05
GENE_16139,CD38,0,3446,-0.07795853076614308,-0.0001864513382440931,-4.502389408962312,6.719372115280244e-06,1.0536092166289644e-05
GENE_16867,TIGIT,1,2427,0.08994506832213164,3.983913189876786e-06,4.496518069782303,6.9075311659030445e-06,1.0823297206443888e-05
GENE_15802,CD16,2,938,0.1500050327334889,-0.00013646852539780802,4.49539768366055,6.944004264826999e-06,1.0872584712341118e-05
GENE_02136,CD56,1,2427,0.08836285661899672,0.00011875834659244955,4.490059506772167,7.120327884841318e-06,1.1140614098520677e-05
GENE_14089,IgM,0,3446,-0.07805630134155973,0.0001919877270493548,-4.485904613037291,7.260522048041119e-06,1.1351768598921431e-05
CD8A,CD8a,5,86,0.484670921540236,0.0016114555605223992,4.482893673451315,7.363762501874534e-06,1.1504883447413205e-05
GENE_10668,CD3,1,2427,0.09179815548357359,0.00043740571668140685,4.479157745473178,7.493814042591796e-06,1.1699636188974366e-05
CD3E,CD3,5,86,0.4795429301311286,-0.004876219655058409,4.478039893896363,7.533152598798645e-06,1.1752585803885288e-05
GENE_01361,CD45RO,2,938,-0.15244400417578652,-0.0004900683294932241,-4.4755684634929525,7.62082729385829e-06,1.1880814925029435e-05
KLRB1,CD14,4,932,-0.14762150077497427,0.001974794743441128,-4.469554218605594,7.838278867297584e-06,1.221103544603441e-05
CD3G,CD3,5,86,0.47806867062335756,-0.006698915426645955,4.463238122913406,8.073024983073316e-06,1.2567704840747037e-05
GENE_00314,CD16,1,2427,0.09312369597945194,0.00044172825516021523,4.461627953268321,8.133935538389717e-06,1.2653437409684505e-05
GENE_13579,HLA-DR,1,2427,-0.0905922022108767,-0.0003361954845026333,-4.459903995203851,8.199637439055796e-06,1.2746495215519306e-05
GZMA,CD14,2,938,-0.14289771733935688,0.0016985923271820977,-4.458976497732778,8.235194935884197e-06,1.2789829361687012e-05
GENE_08439,CD16,2,938,0.1450013711631448,0.00014032079591224774,4.458869201486189,8.239317853675621e-06,1.2789829361687012e-05
GENE_17934,CD3,4,932,0.14862088517977884,0.0004490513587418819,4.456185976281717,8.343066205046985e-06,1.2941606633025638e-05
GENE_03570,CD56,4,932,0.14276337829928654,-0.000951712194454478,4.455920065983224,8.353415503618226e-06,1.2948391556753001e-05
GENE_01844,CD4,2,938,-0.14480826953902962,-5.5267030493180854e-05,-4.455204714087474,8.381318129612673e-06,1.2982356245082674e-05
GENE_10670,CD38,1,2427,-0.08803918227850517,0.0010686868182628567,-4.451853927118868,8.51320724647156e-06,1.3177228645074194e-05
CD3E,CD38,1,2427,-0.08876967608490588,-0.00076512256473074,-4.451086950810693,8.543673686929438e-06,1.3214947094629616e-05
CD8B,CD3,2,938,0.139914453946339,-0.001777361715760398,4.45036515936697,8.572440412698615e-06,1.3249984575119757e-05
GENE_10668,HLA-DR,1,2427,-0.09044420690379959,0.0007623466152272786,-4.443571005703766,8.847793778788427e-06,1.3665836862889894e-05
GENE_16261,CD3,1,2427,0.09078807445545184,0.0006085998895010554,4.433425591823866,9.274752611791882e-06,1.4315091816063398e-05
KLRB1,CD45RO,1,2427,-0.09460004732120006,-0.0005405985998079653,-4.432376750525376,9.319997952319609e-06,1.4374687233221773e-05
PF4,HLA-DR,1,2427,-0.09073777922204065,0.0001990117227934723,-4.428940795541998,9.469701155862097e-06,1.4595193744490157e-05
GENE_10590,HLA-DR,1,2427,-0.08919890751296967,-0.00029943578762510806,-4.427757561427831,9.521783891898376e-06,1.4665036029668643e-05
GZMA,CD38,4,932,-0.14694656699523742,-0.0004395842439507864,-4.423602520605635,9.706853666858133e-06,1.4939454471648845e-05
GENE_10670,CD3,1,2427,0.08923419202364231,0.0003044465117139996,4.4226323108626895,9.750560003538445e-06,1.4996070637095677e-05
CD8B,CD45RO,0,3446,0.07322529539410733,-0.0007667007921807355,4.422282226177085,9.766376839805953e-06,1.5009743696354257e-05
GENE_14372,CD56,1,2427,0.08897006019350492,0.00034617812554484946,4.415566929298815,1.007456017337877e-05,1.5472410982077814e-05
CD8A,CD38,4,932,-0.14484218687351055,-0.0003862856707257232,-4.4136039852913305,1.0166385227828023e-05,1.5602377329110002e-05
GENE_00820,CD16,2,938,0.14338412664728833,0.0015422821771769737,4.408325027072187,1.0417313083397377e-05,1.5976162386215227e-05
GENE_14730,CD4,2,938,-0.14598846718223965,-0.0008715764359238079,-4.406142218644522,1.0522788834271394e-05,1.612650877218254e-05
GENE_00658,CD4,2,938,-0.1450626004091342,-0.00027628189278773986,-4.405751087396941,1.0541796156099253e-05,1.6144220685701118e-05
GENE_14372,CD38,1,2427,-0.08595105884022466,0.0009764656300057481,-4.400720466121119,1.0789204313745656e-05,1.6511444737208217e-05
NKG7,CD16,3,171,0.34054494038699046,-0.0023137692193391335,4.399410880314241,1.0854514137303154e-05,1.659966982042056e-05
GENE_12873,CD3,4,932,0.1412845584659202,-0.00029191791772651353,4.3989042577975805,1.0879880820988862e-05,1.6626729012047154e-05
GENE_13941,CD56,4,932,0.14146450343331413,-0.0009703297560000275,4.395770908964203,1.103803021890612e-05,1.685652676840702e-05
PF4,CD3,1,2427,0.08887345119248294,0.00021796366941938096,4.395602445610973,1.1046594939449059e-05,1.6857726220976135e-05
PPBP,CD19,2,938,0.14699946094162908,0.0012119798307662552,4.394562710543415,1.1099595926357014e-05,1.6926688509792857e-05
NKG7,CD25,1,2427,-0.08897293187657258,0.0001802353955081991,-4.394299559537668,1.1113048622095376e-05,1.6935285769395695e-05
GENE_16261,HLA-DR,1,2427,-0.08704577290415462,0.00040655312251633403,-4.393998140234145,1.1128476779896243e-05,1.6946879256525058e-05
GENE_09829,CD56,4,932,0.1398702564805894,-0.0010361793517656048,4.393525999873627,1.1152684409287857e-05,1.697181679419016e-05
CST3,PD-1,0,3446,-0.07749523285611136,-0.0003297825777137766,-4.382822335358335,1.1715164787480479e-05,1.7815271645242245e-05
GENE_14730,CD16,2,938,0.1476752593248997,0.0014208661872547436,4.381231138811803,1.180106001264882e-05,1.7933307887384288e-05
GENE_14372,HLA-DR,1,2427,-0.08929507928925261,-0.00011531649985388328,-4.376978820364957,1.2033566247196493e-05,1.8273817839996354e-05
GENE_00617,CD38,1,2427,-0.08690072187942366,0.0013796302421385787,-4.376210412171622,1.2076044627556729e-05,1.8325482288456186e-05
GENE_01061,CD16,1,2427,0.09162325413453798,-0.00028281115087158367,4.373395779416971,1.2232865767863548e-05,1.8550468942589438e-05
GENE_14901,HLA-DR,1,2427,-0.08972948131166,-0.0003709974339187095,-4.371711122945266,1.2327656455704444e-05,1.867342588516508e-05
KLRB1,CD3,2,938,-0.14344884963330215,-0.0009671129215936097,-4.371648695772408,1.233118248346619e-05,1.867342588516508e-05
KLRB1,CD38,0,3446,-0.07236681564184873,0.00016445525532784975,-4.368727528691608,1.2497257035096414e-05,1.8911701113864474e-05
CD19,CD45RO,1,2427,-0.09151704318604355,-0.00038814399847250896,-4.367236994790738,1.2582817279265732e-05,1.902788907478635e-05
GENE_00483,HLA-DR,1,2427,-0.08724625820761607,0.0004257004898654101,-4.366296821668752,1.2637072651074583e-05,1.9096608392523448e-05
GENE_10222,CD4,2,938,-0.14573263090497193,-0.0007064037364164986,-4.364036645068671,1.276841742068084e-05,1.9281644983007233e-05
GENE_01610,CD56,4,932,0.13996813552658258,-0.0008015318870540792,4.358953962666537,1.3068559846927592e-05,1.9721148459813433e-05
CD8A,CD56,5,86,0.4741873167307194,-0.00021179523847849075,4.358514910520286,1.3094800223543701e-05,1.9746995187487265e-05
GENE_10590,CD56,1,2427,0.08739981171402554,-0.0002880526368482539,4.352554369176453,1.3456048733512349e-05,2.0277647848067634e-05
CD8B,TIGIT,2,938,0.14650642696134358,-0.0006284441014496154,4.352143335303946,1.3481307402241505e-05,2.030159356543248e-05
CD3D,CD25,4,932,0.1399328843702719,-0.0007072044108710408,4.34947515063069,1.364637454765032e-05,2.0535898364415447e-05
CD14,CD16,5,86,0.4642579319956108,-0.0026324244861124883,4.349264850275798,1.3659466412444071e-05,2.0541334986652535e-05
GENE_00617,HLA-DR,1,2427,-0.08720057817370093,0.000925749938176709,-4.343067500933975,1.4050693937091826e-05,2.111501647827877e-05
GENE_13013,CD56,4,932,0.1417083322439696,-0.0007397220826283424,4.331592627247563,1.4803464612857607e-05,2.2230843947375216e-05
GENE_07686,CD4,2,938,-0.14414970076925576,-0.0009001163389227858,-4.320055804633817,1.559897487364067e-05,2.340926492463943e-05
GENE_02725,CD3,4,932,0.13933222691775063,9.424816721251826e-05,4.318906352335803,1.5680429599099925e-05,2.3515218644463348e-05
CD3G,CD38,1,2427,-0.08600046376264654,-0.0007531980766922457,-4.31694024256649,1.58206966482953e-05,2.3709162957715016e-05
GENE_08494,CD3,4,932,0.13763286070851524,-0.00046755264635563973,4.313143981257395,1.6094922567187872e-05,2.4103453492118948e-05
GENE_00509,CD38,1,2427,-0.08508714361791608,0.0011092867288153485,-4.3119195614462456,1.6184331649904028e-05,2.4220612351755547e-05
CST3,TIGIT,4,932,-0.13909358195790533,-0.0001651673986752621,-4.306473091304927,1.658780972500782e-05,2.4807304122906798e-05
CST3,CD16,5,86,0.4673128554779062,0.0013293350080446828,4.304566755428045,1.673128374395096e-05,2.5004615084925328e-05
GENE_12808,CD38,1,2427,-0.08534065338012733,0.000976458291626716,-4.304291163400537,1.6752122848737068e-05,2.501850462661146e-05
GENE_02725,CD56,4,932,0.14161506668144208,-0.0009641215063150406,4.303762120209342,1.6792196199321117e-05,2.506108069141106e-05
GZMA,CD38,2,938,-0.1416285190042457,0.0015941053200875619,-4.3020341943842615,1.6923718556323584e-05,2.5239984935687e-05
GENE_00483,CD3,1,2427,0.08572605913834318,4.085977857757682e-05,4.2921866187893265,1.7692215159681825e-05,2.636797128681604e-05
CD3E,IgM,2,938,-0.14144782170098696,0.0004411355681977396,-4.288097727802405,1.8020980806643697e-05,2.683949512577106e-05
GENE_14297,CD56,4,932,0.13959099502882663,-9.51802678684056e-06,4.279795375849362,1.8706522181218496e-05,2.784136920789868e-05
FCER1A,CD56,1,2427,0.08479153135989605,-0.0002111869276970714,4.274317880328526,1.9172334171623152e-05,2.851506393267493e-05
GENE_13579,CD3,1,2427,0.0871430123292587,0.00048773239687332256,4.272724336619217,1.930991202783248e-05,2.869998584657955e-05
GENE_16867,CD56,1,2427,0.08523008405512118,5.51883169643369e-05,4.2688464562000545,1.9648645905297376e-05,2.9183424041658268e-05
NCAM1,CD25,1,2427,-0.083749603664056,-0.0003999137485592226,-4.268268495951248,1.9699612876291352e-05,2.923908294720778e-05
GENE_05044,CD16,2,938,0.1420799789164407,0.0009773699387535045,4.2650557024121785,1.9985233571610572e-05,2.9642711259192407e-05
NKG7,CD8a,2,938,0.13352966934196153,-0.0016588153070586787,4.260683620489719,2.038025630456591e-05,3.0207944878245095e-05
GENE_00314,CD38,1,2427,-0.08211924677762918,0.0012786273123672556,-4.259814008895354,2.0459708152665212e-05,3.0304981248684564e-05
GENE_17405,HLA-DR,1,2427,-0.08524907185448653,6.508984219576852e-06,-4.258159516050838,2.0611685512632746e-05,3.0509236684340955e-05
GENE_01061,CD56,1,2427,0.0863412518017983,-0.000154481474724353,4.253531761087998,2.1042507631103012e-05,3.112567511030732e-05
GENE_03939,CD3,1,2427,0.08719314157492992,0.0001438396749863188,4.253188057717376,2.107484449063836e-05,3.115224284530241e-05
GENE_02550,HLA-DR,1,2427,-0.08644228609505127,-0.0007117202649688753,-4.251198602477818,2.1262951089294476e-05,3.1408871854465666e-05
GENE_06523,CD4,2,938,-0.14193661508659774,-0.0007142018455352057,-4.243964745121136,2.1960486820310524e-05,3.241714914142568e-05
GENE_12577,CD56,1,2427,0.08304888596782313,5.99152429045754e-05,4.243186121828801,2.2036851896716934e-05,3.250773183130401e-05
GENE_07427,CD4,2,938,-0.13941788816638565,7.2586280315391026e-06,-4.24126875652608,2.2225980455959606e-05,3.276442152929556e-05
PPBP,CD14,2,938,0.13886175606909978,0.00127682441519587,4.23922684235638,2.2429092778937875e-05,3.3041362373867015e-05
CD79A,CD45RA,2,938,-0.14259654385448722,-0.0005153247928817584,-4.237363443364023,2.2615988540340934e-05,3.329405378187419e-05
CD3D,TIGIT,1,2427,0.0828686986345516,-0.0009097224980975817,4.23577678634962,2.277629496059157e-05,3.3500077659841436e-05
CD79A,CD25,0,3446,0.07428874678561315,0.0015891007102140967,4.235672641651145,2.2786854854917524e-05,3.3500077659841436e-05
CD3E,CD161,4,932,-0.13517853093858723,0.0017488717816685065,-4.230381659168919,2.3329515121796767e-05,3.42746164535143e-05
GENE_02136,HLA-DR,1,2427,-0.08606664323672297,9.646338661512167e-05,-4.227277034437031,2.3653637129638424e-05,3.47272572221724e-05
LYZ,CD16,5,86,0.46014678573256923,0.0012322299805641776,4.22431779120102,2.3966566352919905e-05,3.5162863430451885e-05
CD19,CD8a,1,2427,-0.0874110011546494,-0.0005564551851641226,-4.219655555363443,2.4467585258179632e-05,3.587365172833238e-05
GENE_07952,CD56,1,2427,0.08212153647753774,0.0003412968589051874,4.218829253202458,2.4557415500272198e-05,3.5981013785726744e-05
FCER1A,CD16,1,2427,0.08853381549526741,5.665738471650396e-05,4.217002696244809,2.47571016146013e-05,3.6249080539757445e-05
GENE_00800,CD16,2,938,0.13943483560901118,0.000973717294708355,4.213574979911876,2.5136008946190154e-05,3.677902186792307e-05
GENE_12808,HLA-DR,1,2427,-0.08482192613042029,0.0002992066782536416,-4.210939061459665,2.5431134575662867e-05,3.7185741312727015e-05
CD19,TIGIT,4,932,-0.13940541175533347,0.0012843776465480668,-4.205530173280493,2.6047083371213006e-05,3.806070779866391e-05
GENE_08246,HLA-DR,1,2427,-0.08316040459122243,4.172796710515346e-05,-4.204896580838652,2.6120156473671304e-05,3.8141764877658836e-05
GENE_01376,CD4,2,938,-0.13938473629056822,0.0002746006229006313,-4.203004915873005,2.633948662160884e-05,3.843613973671808e-05
GENE_18160,CD16,2,938,0.14061034030277866,0.0014016873028799611,4.1993499952756475,2.6768229262667097e-05,3.9035499873620186e-05
GENE_04293,CD56,4,932,0.13566701615151153,-0.0002379237275646123,4.195377979101936,2.7241691296307696e-05,3.969922329461922e-05
GENE_10670,CD16,1,2427,0.08715031133472009,-0.0003987525733387264,4.192837191323584,2.7548716128711986e-05,4.011966925464978e-05
GENE_12577,CD16,1,2427,0.08623844161293998,0.0007149791311865286,4.19236039931926,2.7606696359285057e-05,4.017710611858342e-05
NCAM1,CD45RO,1,2427,-0.08727340691265405,-9.908648028568985e-05,-4.188419087380978,2.8090442598389823e-05,4.085368396691996e-05
GZMA,CD45RA,1,2427,0.08384572414243914,-0.000671314285450269,4.187045284132029,2.8260945627686155e-05,4.1074090660761837e-05
GENE_13647,CD16,1,2427,0.08637509302695504,4.6577580343647e-05,4.185994705460309,2.8391996588347063e-05,4.123690121109121e-05
GENE_06812,CD3,4,932,0.1358150490886045,-0.00032881439019056787,4.184852294468349,2.8535158480217553e-05,4.141707195353747e-05
CST3,CD25,1,2427,-0.08449080174255975,-0.0008438262082109771,-4.183071712586036,2.875966226669938e-05,4.1714985362742675e-05
GZMA,PD-1,4,932,0.13827934473285516,0.00010655375097977315,4.1804959905144745,2.9087394064192513e-05,4.216212905491985e-05
GENE_09684,HLA-DR,1,2427,-0.08352533293243085,6.16291873110544e-05,-4.178673421405854,2.9321436964088193e-05,4.247296383768657e-05
CD14,CD38,2,938,0.13585845870097074,0.0016612767336819188,4.17787770295311,2.9424178496922306e-05,4.2593316501556866e-05
GENE_19877,CD38,0,3446,-0.07096629428754063,-0.00011248493778724711,-4.176949977684145,2.9544396521076407e-05,4.2738789893973685e-05
CLEC9A,CD3,4,932,0.13409294557861462,-0.00012099672230649225,4.176155721735662,2.9647689898909362e-05,4.285960240889699e-05
GENE_12119,CD56,4,932,0.13336057527830145,-5.6698157735686944e-05,4.171621162767885,3.0244016638893466e-05,4.369252270432143e-05
