gene,protein,cluster,n_cells,rho_obs,rho_null_mean,z_score,p_value,fdr_padj
CD79A,HLA-DR,1,2427,0.10746718451701057,-0.0006880386124556665,5.3025136632997185,1.1421891486397877e-07,2.1635698296349825e-07
GENE_09571,CD56,1,2427,0.10452043366287457,-0.00015217393125492812,5.301580445534992,1.1480443892781194e-07,2.1727617393586768e-07
NKG7,CD4,2,938,-0.1775810332426332,-6.545576365728192e-05,-5.29749210473408,1.1740397999857075e-07,2.2200211575645969e-07
GENE_00509,TIGIT,1,2427,0.10448593687871474,-0.0005286210078759474,5.29432219004215,1.194586575961183e-07,2.2569041936424443e-07
FCER1A,CD3,2,938,-0.1773199871945322,-0.0005882462842230612,-5.273529144845889,1.338249898959622e-07,2.526121542722562e-07
GENE_10890,CD16,2,938,0.1701361146904274,0.0002994916565247829,5.272268476900788,1.3474776635908364e-07,2.5413264551795845e-07
GENE_14901,CD56,1,2427,0.10551262365408194,-0.00020333908001271355,5.269679595992982,1.3666209836308705e-07,2.5751892795896493e-07
CD79A,CD45RO,1,2427,-0.109811605143068,-0.0003270043334357448,-5.268514834467502,1.3753192996536292e-07,2.5893283426146087e-07
GENE_10590,CD16,1,2427,0.10773498598931935,-0.0005347730672593449,5.263032605760774,1.4169843664260702e-07,2.6640099316928875e-07
GENE_07293,CD56,4,932,0.17044669464608916,0.0003178760043101495,5.262972863841066,1.417445062871204e-07,2.6640099316928875e-07
CD14,CD3,1,2427,-0.10763730773523679,0.000440646197248269,-5.2589548181489425,1.4487647729484403e-07,2.720514092703007e-07
GENE_02134,CD16,2,938,0.17416942435982058,0.0016692670207709196,5.252971519326555,1.4966468689783106e-07,2.8079946017974015e-07
NKG7,HLA-DR,1,2427,-0.1062509461660191,-7.75592713648465e-05,-5.243656324622418,1.574253095601973e-07,2.951043648935532e-07
GENE_17405,CD19,1,2427,-0.1097996314472141,-6.596542525621969e-05,-5.242355749860312,1.5853932523308412e-07,2.9693579756274265e-07
GENE_10989,CD56,4,932,0.17045834837025423,-0.000879994374339402,5.24184808556281,1.5897623366241664e-07,2.9749697611956553e-07
MS4A1,CD25,4,932,0.17389284916973355,0.00044920666426361813,5.237927957898146,1.6238942293983537e-07,3.036219840471296e-07
GENE_11527,TIGIT,1,2427,0.10362487551828899,-0.0005072441906545035,5.233649065517742,1.661958572415907e-07,3.1047105400217853e-07
GENE_02725,CD19,4,932,-0.16655899983680186,-0.00023175904422437034,-5.2281620490374126,1.712034257165739e-07,3.195502355967404e-07
GENE_00617,TIGIT,1,2427,0.10116355517137518,-0.0006769581961257564,5.225548659180188,1.7363944781995523e-07,3.238181440842022e-07
CD3E,CD16,5,86,-0.5523410589747495,0.0027007115029301057,-5.212777452063099,1.8603402700461024e-07,3.4663433922527116e-07
GENE_09573,TIGIT,1,2427,0.10209836180674496,-0.0002995419308089887,5.21186061852747,1.869559956200166e-07,3.480529574815945e-07
CD8B,CD25,2,938,-0.1691511010059627,-0.000957619704300402,-5.211157200325733,1.876663463149586e-07,3.490755128450775e-07
GENE_01891,IgM,0,3446,-0.08886301412036038,0.00030231869122584033,-5.210402124972016,1.8843176656600637e-07,3.501986605047477e-07
LYZ,IgM,0,3446,-0.08927529986852584,0.00017760873953867165,-5.209953663764224,1.888877993781951e-07,3.5074538239292955e-07
GENE_04125,IgM,0,3446,-0.09124317910596672,0.0004205994931711428,-5.205723878616488,1.9324181061575452e-07,3.5852311952426373e-07
CD14,CD45RA,4,932,0.16933981363051628,-0.0002572362197780488,5.205205553482481,1.93781984318519e-07,3.5921775878377306e-07
GENE_09571,CD16,1,2427,0.10661216555553962,0.00011822005682162278,5.19298418891192,2.0694976610637223e-07,3.8329926765171677e-07
CLEC9A,CD16,1,2427,0.10753085687343664,0.00012643367823714796,5.187300834307499,2.1336391378610137e-07,3.948416747860646e-07
GENE_00617,CD19,1,2427,-0.10605638965818293,-0.00018259133514097206,-5.181960245841774,2.1956601964839839e-07,4.059723247253236e-07
NCAM1,HLA-DR,1,2427,-0.10156935687606451,6.200560163621376e-05,-5.175889609516118,2.2682754987548873e-07,4.1904117696520384e-07
LYZ,PD-1,0,3446,-0.08696530968785714,-0.0003584573933799806,-5.165673126527063,2.395751566533295e-07,4.418869979734257e-07
GENE_18631,CD56,4,932,0.16413954053864177,-0.0006527577534515314,5.165652284593201,2.3960185630769505e-07,4.418869979734257e-07
GENE_13941,CD3,4,932,0.1693119287577401,2.8685680073964205e-05,5.163127520097621,2.4285757250424663e-07,4.4751050987814834e-07
GENE_12577,TIGIT,1,2427,0.10192812086445628,-0.0002945901935649326,5.161409556980712,2.450972983816452e-07,4.5125390449704766e-07
KLRB1,CD161,2,938,0.16867911983260028,-0.0004328136780346339,5.160539096202536,2.4623973051179757e-07,4.529724074864731e-07
CD19,CD25,4,932,0.17385167073176655,0.0015545283237506377,5.15891278137809,2.483879787963861e-07,4.56536683674104e-07
CD14,CD14,3,171,0.3969283475209543,-0.001850298512786541,5.158240756930075,2.492809526189934e-07,4.577896816316599e-07
GENE_19667,CD3,4,932,0.1646348799661728,-0.0015592016580805582,5.15756952281388,2.5017597162386854e-07,4.5904431033778417e-07
KLRB1,CD8a,2,938,0.16759879365621874,-0.0013768901381503327,5.143855156973305,2.691570830471571e-07,4.934546522531213e-07
GENE_09573,CD56,1,2427,0.10153210216127312,0.0004197526971803593,5.142320678347526,2.7136541112600314e-07,4.970827099831351e-07
GENE_07952,CD16,1,2427,0.10730189402176525,0.000525610828280155,5.1271840529187225,2.9410796409163383e-07,5.382871268467657e-07
GENE_09529,CD19,4,932,-0.16143823202481014,0.0002794713905104329,-5.123001533104218,3.0070990342833944e-07,5.499057896449043e-07
CD8B,HLA-DR,4,932,-0.17201636653918864,0.0007923352801974015,-5.113225616514754,3.167036549828145e-07,5.786651099053617e-07
GENE_11451,CD3,4,932,0.1643123542468824,-0.0008493473144804109,5.113023254534667,3.170432509489182e-07,5.787975777643687e-07
GENE_17046,CD161,0,3446,0.0909267569520138,0.0002479626291565939,5.112852403120145,3.1733024080573016e-07,5.788338651734153e-07
GENE_00658,CD16,2,938,0.1729554250329849,0.0012265831103049872,5.112540295656994,3.178551550413457e-07,5.793037182292651e-07
FCER1A,TIGIT,1,2427,0.09985640104287732,-0.00020698468353470183,5.109235608838152,3.234647836474046e-07,5.89032089213383e-07
NCAM1,CD19,1,2427,-0.10652256653788446,-1.7126297120572556e-05,-5.107881208601956,3.257913542574439e-07,5.92770667234157e-07
CST3,CD45RA,4,932,0.16593667393842165,-0.0005176842098690163,5.101010543659556,3.378447391716943e-07,6.141858639136422e-07
CD3E,CD161,2,938,-0.16908562164367927,-0.0014266520714177149,-5.097966813119523,3.433209881925613e-07,6.236182576808721e-07
GENE_00617,CD16,1,2427,0.10545436069833884,0.000151443693627595,5.096048498061164,3.468163145224897e-07,6.294396596065621e-07
CST3,TIGIT,2,938,-0.17016656006230393,0.0006686138151047497,-5.095623360086836,3.4759558737697804e-07,6.303260567748213e-07
GENE_02415,CD19,4,932,-0.16079312773927248,0.0005137911183334434,-5.089530645379156,3.5895084943689745e-07,6.503733200081578e-07
GENE_16711,CD3,1,2427,0.10388581996575937,0.0007377145620185664,5.085508205213235,3.6664297963495666e-07,6.636856530654995e-07
NKG7,HLA-DR,4,932,-0.16799151295482775,0.0007480224839431285,-5.085369695565094,3.6691066560796883e-07,6.636856530654995e-07
GENE_01376,CD16,2,938,0.17149265858902385,0.0002603418932550069,5.078131174220699,3.811655072048861e-07,6.888954579758034e-07
CD3D,CD16,5,86,-0.5364429115748856,0.0037284334622022207,-5.076429109567768,3.8459419421698056e-07,6.945130157234974e-07
GENE_02550,TIGIT,1,2427,0.10076050861635348,0.00011021779888341586,5.070644889594156,3.964699425728719e-07,7.153625025440577e-07
CD3G,IgM,2,938,-0.16666613973777392,0.0009346148217226556,-5.060527429686759,4.180983032098524e-07,7.537595865688437e-07
GENE_01610,CD3,4,932,0.16499577813577707,0.0001727703845799231,5.058761715928098,4.2198778449849556e-07,7.601392593584704e-07
CD14,CD38,0,3446,0.08815996153572632,-8.712939226093847e-05,5.058407143389836,4.2277302815848086e-07,7.609212226074984e-07
GENE_12808,TIGIT,1,2427,0.10152263875435417,-0.0006093096497149107,5.056589794393437,4.268199479646439e-07,7.675674914849654e-07
GENE_02017,CD161,0,3446,0.08764084406957375,1.1751150272143882e-05,5.055577203740962,4.29090997623235e-07,7.71011767702778e-07
GENE_07686,CD16,2,938,0.16981801374677583,0.0011343939824552019,5.049744848114111,4.42400566242856e-07,7.942684565437191e-07
GENE_02550,CD16,1,2427,0.10549504567468031,-5.101364882541568e-05,5.046604189702031,4.497316894953936e-07,8.067620621991043e-07
GENE_12873,CD56,4,932,0.1613355612679124,-0.0013139440459932347,5.045758373579017,4.517259910264293e-07,8.096693321375287e-07
GENE_10288,CD16,2,938,0.1669087707209399,0.0010551328921430516,5.044442273535845,4.548461226357799e-07,8.145880559931694e-07
GENE_16867,CD3,1,2427,0.10229386802358958,0.00021267128274530622,5.039878160795487,4.658283108793996e-07,8.335672581962502e-07
GZMA,CD56,4,932,0.16586165314422244,-0.0001981424153601045,5.0306213518045615,4.888928304774851e-07,8.741177917860646e-07
LYZ,CD45RA,4,932,0.16399918090552848,-0.00011040243838520225,5.030097769542839,4.902297922490993e-07,8.757856222619935e-07
GENE_19877,IgM,0,3446,-0.08712403412597965,0.00022775739847909692,-5.027964924214728,4.957125191599795e-07,8.848509299997327e-07
GENE_09684,CD16,1,2427,0.10408987137806794,0.00034275921506552793,5.026584985607468,4.992912685457483e-07,8.905054970688367e-07
GENE_04573,CD4,2,938,-0.1649431490324571,-3.390964141723856e-05,-5.026064431794912,5.006477408429284e-07,8.921905052686067e-07
NCAM1,IgM,1,2427,-0.10437796852010896,-0.0005406862683770718,-5.025750700806637,5.014669846807185e-07,8.929161510296771e-07
KLRB1,CD4,2,938,-0.17088109165340454,-0.0001367340871056373,-5.01756054182557,5.233171308062365e-07,9.305110417768648e-07
MS4A1,CD45RO,1,2427,-0.10426464427134076,0.00019921561241192524,-5.017515683012223,5.234392985353014e-07,9.305110417768648e-07
CD3E,TIGIT,1,2427,0.09953082883357924,-0.001087861948369639,5.013055494495796,5.357243781968502e-07,9.515694488135855e-07
CD8A,HLA-DR,4,932,-0.1699291738816432,0.0010254863703038958,-5.004127041009058,5.611574193383055e-07,9.95928032519335e-07
KLRB1,CD3,0,3446,0.0843667049117781,3.186671077771779e-05,5.0033028328951,5.63563035533774e-07,9.993789672681572e-07
GENE_12577,HLA-DR,1,2427,-0.09965054469962241,-0.00017102493681560223,-5.0020266368091315,5.673074956922646e-07,1.0051965193500716e-06
CD14,IgM,0,3446,-0.0844680423376009,0.0004364926023411356,-5.001740859004512,5.681492712121304e-07,1.0058655806508877e-06
GENE_17801,HLA-DR,1,2427,-0.10297691851501942,5.5013944555640636e-05,-4.998467176880694,5.7787840834134e-07,1.0222551109189257e-06
CD8A,CD16,2,938,0.16306872590211577,0.0018004948547679872,4.997296167484977,5.813974055990357e-07,1.0276412544315746e-06
GENE_02136,TIGIT,1,2427,0.09956692302493028,-0.0004963278954603626,4.996455750145032,5.839356649711677e-07,1.0312865411511983e-06
PF4,CD3,2,938,-0.1697010082280423,-0.0018533477036400616,-4.990882171817182,6.010415510325178e-07,1.0606327696152003e-06
CD19,CD45RA,1,2427,-0.10360781145846822,0.0002281847923204278,-4.985065639509276,6.194078110521929e-07,1.0921535610659903e-06
GENE_14089,CD56,0,3446,0.0855711188429366,0.0002680254699355479,4.983502180239636,6.244360983739741e-07,1.1001244107125219e-06
GENE_12577,CD3,1,2427,0.10133881154316197,0.0004587130435285361,4.971679192416787,6.637547466784034e-07,1.1684456019919578e-06
CD8B,CD38,2,938,-0.15722545401449378,0.0019421454874502585,-4.971111289117498,6.657022147061518e-07,1.1709226455099276e-06
CST3,IgM,1,2427,-0.09948129152277062,-0.0002613313600932334,-4.967831610787594,6.770571437502024e-07,1.1899293029251328e-06
GZMA,CD8a,5,86,0.5439652882808037,-0.0006309333005075039,4.966830755957841,6.805593219418054e-07,1.1951151139772222e-06
GENE_05651,CD16,1,2427,0.1013326728868923,0.0002094460471977767,4.9643406119138325,6.893487116853284e-07,1.2095697637425965e-06
PF4,CD4,2,938,-0.16040054880418975,-0.00020250765013331463,-4.962579897353404,6.956293595331498e-07,1.2186320079931512e-06
GENE_04293,CD3,4,932,0.16139462351407938,0.00010018416658879165,4.962577453726927,6.956381143920295e-07,1.2186320079931512e-06
CLEC9A,CD14,0,3446,-0.08630621707707492,-0.00038264320518636145,-4.960989938505331,7.013482513109153e-07,1.227642698377022e-06
GZMA,CD45RO,0,3446,0.08189996142227414,-0.0008288971533941592,4.959282543314159,7.075399856856015e-07,1.2368034570091548e-06
CD79A,CD25,4,932,0.16506267730173652,0.0006658024458132783,4.959232226611965,7.077232518188058e-07,1.2368034570091548e-06
GENE_07285,CD161,0,3446,0.08720609687409736,0.00026827397397444485,4.957023252747987,7.158141257502376e-07,1.2499348996782957e-06
CD8B,CD8a,3,171,0.38848005434701843,0.0007833584822727741,4.95629698798643,7.184936501167204e-07,1.253603655235856e-06
GENE_01361,CD16,2,938,0.16744648091948386,0.0013308168210160619,4.9538485638061065,7.275984033189991e-07,1.2684680128658657e-06
CLEC9A,CD56,4,932,0.16135891684787546,-0.0006918376218234927,4.952259962406505,7.335651534913466e-07,1.2778421926171607e-06
GENE_18160,CD45RO,2,938,-0.1625352390936116,-8.190289266921162e-05,-4.9503279625709755,7.408852430429963e-07,1.2895568848788536e-06
CD19,CD56,2,938,0.16169773649015423,-0.00048613863413633475,4.946062823861586,7.57295275523712e-07,1.317061687046456e-06
PF4,CD56,1,2427,0.09729531286931613,0.00016461556137442124,4.94463318353051,7.628737238498947e-07,1.32569956662608e-06
GENE_09829,CD3,4,932,0.15760252555492668,-0.0011466011097314552,4.940885616023363,7.776852347086648e-07,1.3503556919981382e-06
GENE_00944,CD56,4,932,0.15691715894640412,-0.0008265947673216781,4.937565832969273,7.910370720740636e-07,1.3724398200035997e-06
GENE_07427,CD16,2,938,0.16168529350585167,0.00048707021747148,4.935990823614507,7.974485685385735e-07,1.3824568384184711e-06
CD14,TIGIT,2,938,-0.16241038694555343,0.0013960609005202978,-4.935768776847302,7.983564851846553e-07,1.3829244631456018e-06
CD3D,CD38,1,2427,-0.09886681906626099,-0.0009145955102912781,-4.933095946359885,8.093637204542683e-07,1.4008715512974435e-06
GENE_02320,CD161,0,3446,0.08520158324710995,7.567178380931947e-05,4.930289582908493,8.210781291408742e-07,1.4200130134463483e-06
GENE_13035,CD161,0,3446,0.08804512470246396,-0.00021926315842001908,4.923935831067792,8.482066071127141e-07,1.4648324744641457e-06
GENE_14901,TIGIT,1,2427,0.09849560432371551,-0.0004831206110110529,4.923903801283858,8.483455262817273e-07,1.4648324744641457e-06
LYZ,IgM,1,2427,-0.09796673728527891,-0.00020466915494189448,-4.923661119599051,8.493987943432007e-07,1.4654834294121943e-06
GENE_09573,CD16,1,2427,0.10227301664027115,0.0007243401383034418,4.919552219920539,8.674242454537458e-07,1.4953924740638563e-06
GENE_05651,HLA-DR,1,2427,-0.09991887536755098,0.000455173170145832,-4.917887396560511,8.748320835036708e-07,1.5069643282610927e-06
PF4,CD19,2,938,0.1657615865818192,0.0009434281185104372,4.914002856884376,8.92354482685215e-07,1.535927056377173e-06
MS4A1,CD45RA,1,2427,-0.10070666648131753,-0.00015593215046774808,-4.912724074568031,8.981963986471266e-07,1.5447552348161296e-06
CD3G,CD45RO,3,171,0.37872039443416977,-0.0059542779325235376,4.910976644878203,9.062388274630658e-07,1.5573509429916446e-06
NKG7,CD3,2,938,-0.16675859480632843,-0.0010363667992911733,-4.907247718559765,9.236334606995121e-07,1.5859855066052636e-06
GENE_03939,CD56,1,2427,0.09898535405792985,0.00013278362487826153,4.89840722823068,9.661663630694114e-07,1.6577058660106213e-06
CST3,CD16,3,171,0.37313354783306696,0.0005468241690618238,4.898182941194597,9.67269594181425e-07,1.6582857678727436e-06
CD3E,CD56,5,86,-0.5191360537381063,0.00045597200001429615,-4.889489315629138,1.0109790960699132e-06,1.731851147180634e-06
CLEC9A,CD14,2,938,0.15553074882379692,0.0003441496015125804,4.887144360978685,1.0230907697947673e-06,1.7512146114891474e-06
GENE_05558,CD4,2,938,-0.16314990833323814,-0.0010424694552499205,-4.8854188904050995,1.0320918787759474e-06,1.7652273885615455e-06
CD14,IgM,1,2427,-0.0962571568043576,-0.00023879640377926525,-4.884244614181387,1.0382611571428374e-06,1.7743784917417418e-06
GENE_08530,CD3,4,932,0.15841646647068888,-7.302790733711418e-05,4.878179658263156,1.0706938030246023e-06,1.8283636494517835e-06
CD8B,CD16,2,938,0.1582146195334368,0.0018804795017848131,4.8676823817603,1.129146107596845e-06,1.9266611143010735e-06
GENE_00314,CD3,1,2427,0.098925113382492,-8.295185695781077e-05,4.8653266597182645,1.1426792085258985e-06,1.9482186033639824e-06
GENE_17801,CD3,1,2427,0.10041053521455835,0.0005452761707385265,4.860488953626119,1.1709617804665038e-06,1.9948696370054354e-06
GENE_00944,CD3,4,932,0.1574811961338966,-0.00013006233338013696,4.85939682250518,1.1774392429138831e-06,2.0043290175918183e-06
CLEC9A,TIGIT,1,2427,0.09649092025687205,0.00011063599649878396,4.857849608054342,1.1866748640638486e-06,2.0184650160332494e-06
CD14,CD16,3,171,0.37464283977910706,0.00018836331478990447,4.854728973411101,1.2055150459564793e-06,2.0489028271276006e-06
GENE_03939,HLA-DR,1,2427,-0.09710795808961435,0.00047217359386077625,-4.851069870653535,1.2279727418001194e-06,2.0854364666777893e-06
KLRB1,IgM,1,2427,-0.10118648590321595,8.460699653736425e-05,-4.848858855790992,1.2417373166879159e-06,2.1071611317640674e-06
GENE_01061,TIGIT,1,2427,0.0959208762684932,-0.000342799867476681,4.836433452441822,1.3218950030867387e-06,2.2414291640758706e-06
PPBP,CD4,2,938,-0.15939512320011137,-0.0002409701075707044,-4.831575690707364,1.3545670174747162e-06,2.29503262460337e-06
GENE_11527,CD3,1,2427,0.09673962709193544,0.0007027604232593365,4.82796456269995,1.3793563095532655e-06,2.3352071271890046e-06
GENE_11451,CD56,4,932,0.15244573583553897,0.0003531602683916517,4.827276239758819,1.3841306847498191e-06,2.3414607290030117e-06
GENE_00723,CD56,4,932,0.157683515920958,-0.0008690448472227761,4.819209052923684,1.44128469674672e-06,2.436243321255961e-06
CD3D,IgM,2,938,-0.16070032584306032,0.0008267264394008596,-4.817658826514885,1.4525245928928031e-06,2.4533287551042123e-06
GENE_06523,CD16,2,938,0.16648519180440197,0.001514703273212773,4.809100088239239,1.5161128456184741e-06,2.5587356202922376e-06
GENE_08030,CD3,4,932,0.15399510617985415,-0.0006925435909877164,4.807333507743904,1.52956707417901e-06,2.57943334610577e-06
GENE_05651,CD56,1,2427,0.09535083442775344,-0.00016086497964816764,4.804364385848626,1.5524388012694083e-06,2.6159680267113593e-06
NCAM1,CD8a,2,938,0.15632282863073574,-0.000762315063384307,4.803051572436327,1.5626561598296391e-06,2.6311390041575974e-06
GENE_10754,CD16,2,938,0.15990010938538415,0.0008117669595972758,4.7998620743757225,1.5877493950446105e-06,2.6713143936814217e-06
GENE_19860,CD45RO,2,938,-0.160462798278149,-0.00035507967980640996,-4.799573068772444,1.5900421765141174e-06,2.673096506211088e-06
GENE_05636,CD16,1,2427,0.09984994674260457,0.00011573060582099021,4.7979974511193895,1.6025981792198764e-06,2.6921164762554047e-06
GENE_06387,CD3,4,932,0.156044595992707,-0.0006664760445560306,4.795913832023724,1.6193488416396165e-06,2.7181479007227334e-06
GENE_01891,CD161,0,3446,0.08342615435814624,0.00030685155312691067,4.793036171920955,1.6427599123789416e-06,2.7553101626355774e-06
GENE_19032,CD161,0,3446,0.08527229296599433,0.0003451155579090828,4.792080647260677,1.650605233193789e-06,2.7663275640610526e-06
GENE_00877,CD3,4,932,0.15281217945161918,-0.0010198792989004224,4.791486735110858,1.6554996747749828e-06,2.7723862405234837e-06
GENE_09571,TIGIT,1,2427,0.09446823735977686,-0.00037202915303220264,4.790482176526227,1.663810029763719e-06,2.784151609650949e-06
PPBP,CD3,2,938,-0.16485477176856192,-0.0020162313738851636,-4.787825070361883,1.6859850638716193e-06,2.8190815072606475e-06
GENE_11395,CD3,4,932,0.15430276362988488,-3.7184510928893827e-05,4.7859801031590585,1.70154914280971e-06,2.84291209905061e-06
GENE_13579,CD56,1,2427,0.09367438457105867,0.0001739087077252647,4.780245608673775,1.7508117090494384e-06,2.9229653108706723e-06
CD8B,TIGIT,4,932,0.15716645937472334,-0.0012899116836435636,4.777673225328149,1.7733526107624924e-06,2.958318019647668e-06
CD8B,CD38,4,932,-0.15762230312487227,-0.0004638073535209098,-4.7749344868939145,1.7976576607817946e-06,2.99655703916473e-06
GENE_00509,CD16,1,2427,0.0991697201164085,6.041320403313403e-05,4.771559335582815,1.8280510967643263e-06,3.0448783448795506e-06
GENE_18631,CD3,4,932,0.15117675000944078,-0.0006012973605102085,4.770374169573425,1.8388402517211476e-06,3.060496793763231e-06
GENE_15775,CD16,2,938,0.15940459712100413,0.00035558169245369475,4.766168069869771,1.8776265200317583e-06,3.1226528541126783e-06
GENE_01202,CD16,2,938,0.15620134085803217,0.0006425814876869262,4.757771404822398,1.9574198248423328e-06,3.2528594788599197e-06
GENE_01041,CD3,4,932,0.15014495833359548,-0.00031133560169681844,4.756732080078545,1.967520167258937e-06,3.267138852452196e-06
GENE_18936,CD16,2,938,0.1577836978076042,0.0005834867097122736,4.756346238555603,1.971282572317885e-06,3.2708800415106103e-06
CD8A,CD38,2,938,-0.15425556622990233,0.0015850342510349996,-4.75021307575141,2.032024237342022e-06,3.369086857169213e-06
GENE_14594,CD56,4,932,0.15266448207574798,-0.00027702797310078404,4.747792317011998,2.0564904277830424e-06,3.407044921258297e-06
CLEC9A,CD56,1,2427,0.09525783345626257,-0.000197678723588582,4.743852465297972,2.0969159420916653e-06,3.4713650469920843e-06
GENE_02550,CD56,1,2427,0.09428811869365075,5.193210346209448e-05,4.739163121043416,2.1460269678360706e-06,3.5499545338173775e-06
GENE_05259,CD3,1,2427,0.09656722883818375,0.0001751054042454154,4.736770229759711,2.171511268205809e-06,3.5893706469885496e-06
GENE_16711,CD38,1,2427,-0.0957769325328234,0.0010014988792172853,-4.730701366444628,2.2374546208650242e-06,3.692744418080694e-06
GENE_00800,CD4,2,938,-0.15336406682056777,-0.00062609540315498,-4.730700978874842,2.2374588929118375e-06,3.692744418080694e-06
LYZ,CD161,0,3446,-0.08057916513680437,0.00027412047817167764,-4.72442474310725,2.3076765176978347e-06,3.805734409323598e-06
GENE_13579,CD38,1,2427,-0.0909775815319191,0.0014691367442675586,-4.723764672484727,2.3151830659682537e-06,3.8137003847415817e-06
FCER1A,CD3,4,932,0.15306113208199093,-0.0005692899805415651,4.723690624186296,2.316026629589258e-06,3.8137003847415817e-06
CD8A,CD25,2,938,-0.15666129624838807,-0.001790123152491962,-4.720125412472592,2.3569927853357673e-06,3.878210604269254e-06
GENE_00314,CD56,1,2427,0.09361076452988343,0.0001031361935926668,4.717688955890919,2.3853881729102084e-06,3.921954605991215e-06
GENE_00877,CD56,4,932,0.15341703261375506,-0.00034511781883133887,4.717403657446187,2.388734549774487e-06,3.924478976013126e-06
GENE_19860,CD16,2,938,0.15562341316298053,0.0012933918930311474,4.7129372002461976,2.441714645437704e-06,4.008481542926898e-06
GENE_05636,CD19,1,2427,-0.09878778075941354,3.0111511459244775e-05,-4.71000200142514,2.4771435892339785e-06,4.063565600204414e-06
GENE_05821,CD16,2,938,0.15809243461065994,0.00048365951870064526,4.707341905157858,2.5096777936179085e-06,4.113821315257192e-06
CD3G,CD16,5,86,-0.49484565861049523,0.004021428923114885,-4.695657885254826,2.6575000676723518e-06,4.3528364676084554e-06
CD19,CD38,1,2427,0.093087228335494,0.0017919594374959339,4.692212666054498,2.702659670860126e-06,4.42346186310717e-06
GENE_09438,CD38,0,3446,-0.07824899110122362,0.00010561005668252367,-4.685379084269368,2.794422344717798e-06,4.570198657361108e-06
GENE_01061,HLA-DR,1,2427,-0.09322176412659101,0.00010064023670883202,-4.684432861526701,2.807361664480013e-06,4.58789798410874e-06
CD3D,CD3,5,86,0.4999528283885484,-0.004442514288435185,4.681125135574994,2.8530471251984465e-06,4.659045305429566e-06
GENE_00483,TIGIT,1,2427,0.09098778171363234,-0.00039994815201644204,4.667496272433263,3.048922793767021e-06,4.975162420250855e-06
GZMA,CD3,2,938,0.14802423741951137,-0.002327479149752791,4.665157230520349,3.083811482513391e-06,5.024958642786162e-06
GENE_14372,CD3,1,2427,0.09798941628674122,0.0003492500185326228,4.665007551959187,3.0860570475054073e-06,5.024958642786162e-06
GENE_03621,CD4,2,938,-0.1583596268723798,-0.00021105486092870218,-4.664984973578517,3.0863959176503838e-06,5.024958642786162e-06
GENE_18936,CD4,2,938,-0.1507800137899592,-0.0001821871679160519,-4.6603189797445435,3.1571972022154765e-06,5.136371124024729e-06
GENE_00723,CD3,4,932,0.1493949445809045,-0.00043157258956719456,4.657973424153953,3.193374239417195e-06,5.191329314941532e-06
GENE_14594,CD3,4,932,0.14821326923794545,-0.0014262968138763561,4.654983199414372,3.2400712582064175e-06,5.263294165317321e-06
GENE_00314,HLA-DR,1,2427,-0.09417880960272737,0.0005425894032028825,-4.652627589774455,3.277318251348394e-06,5.3198117233497905e-06
GENE_12119,CD3,4,932,0.1475687649190601,-0.0010298933118139657,4.649758125719557,3.32324529161174e-06,5.3903237626666474e-06
NKG7,CD14,4,932,-0.15425622538193876,0.0013810045565445979,-4.648290641607692,3.346970939230064e-06,5.424746466201607e-06
CD8A,CD8a,3,171,0.3629996982426792,0.003241493362441361,4.6461375391087305,3.382075589489029e-06,5.4775469375356695e-06
CD14,PD-1,0,3446,-0.08071071468637646,1.9624154155782974e-05,-4.640378764304862,3.4777115808306787e-06,5.628230765989605e-06
GENE_05636,CD56,1,2427,0.0927415545521638,0.0002979215325076031,4.639494981691932,3.4926161619171307e-06,5.648133748413748e-06
GENE_17563,CD16,2,938,0.1548948522911753,0.0011517463780823165,4.637102429843448,3.5332734119028456e-06,5.709622284558886e-06
CLEC9A,CD3,2,938,-0.15256996112999674,-0.00134745754810146,-4.635785389509255,3.555847476678793e-06,5.741819286112477e-06
GENE_10754,CD4,2,938,-0.15041852409269138,-0.0008502171853235524,-4.635465102459965,3.5613580624387982e-06,5.746435533361784e-06
CD8A,CD3,2,938,0.1462906561121545,-0.0024146249546532304,4.630696902730928,3.6443702655680553e-06,5.876004736224684e-06
CD14,CD161,0,3446,-0.08064704515947962,-0.00012022147366399586,-4.629986809480207,3.6568902710562913e-06,5.8918075965643e-06
CD8B,CD8a,5,86,0.5119136498336994,0.0011842296780015897,4.627731681226004,3.6969255654068503e-06,5.951885364217418e-06
GENE_08494,CD56,4,932,0.152885407167193,-0.0010359526355178457,4.626331604239966,3.7219921880488252e-06,5.987792926133484e-06
GENE_09573,CD3,1,2427,0.09238227688709166,-7.437666140147061e-05,4.623177622284785,3.7790586054332396e-06,6.075089019268419e-06
NCAM1,CD3,2,938,-0.15495490897770045,-0.0008097220743068552,-4.620177566607547,3.834117630599592e-06,6.159031064128477e-06
GENE_19667,CD4,4,932,0.14989160099997034,0.0003120752192209527,4.619692302124056,3.84309546590673e-06,6.16887990712584e-06
FCER1A,CD14,2,938,0.1472762690708649,3.5669842031245055e-07,4.619385379652838,3.848784210750067e-06,6.173438478679049e-06
GENE_00509,CD3,1,2427,0.09667516816249304,0.00026706831784382144,4.617750452224368,3.879223527584802e-06,6.217660787186587e-06
GENE_10590,TIGIT,1,2427,0.09140547840177247,-0.00045494356471199046,4.615193738332944,3.927287853264609e-06,6.290046399131123e-06
